Id,P_D1S1,P_D1S2,P_D1S3,P_D2S1,P_D2S2,P_D2S3,P_D3S1,P_D3S2,P_D3S3,P_D4S1,P_D4S2,P_D4S3,P_D5S1,P_D5S2,P_D5S3,P_D6S1,P_D6S2,P_D6S3,P_D7S1,P_D7S2,P_D7S3,P_D8S1,P_D8S2,P_D8S3,P_D9S1,P_D9S2,P_D9S3,P_D10S1,P_D10S2,P_D10S3,P_D11S1,P_D11S2,P_D11S3,P_D12S1,P_D12S2,P_D12S3,P_D13S1,P_D13S2,P_D13S3,P_D14S1,P_D14S2,P_D14S3,P_D15S1,P_D15S2,P_D15S3,P_D16S1,P_D16S2,P_D16S3,P_D17S1,P_D17S2,P_D17S3,P_D18S1,P_D18S2,P_D18S3,P_D19S1,P_D19S2,P_D19S3,P_D20S1,P_D20S2,P_D20S3,P_D21S1,P_D21S2,P_D21S3,P_D22S1,P_D22S2,P_D22S3,P_D23S1,P_D23S2,P_D23S3,P_D24S1,P_D24S2,P_D24S3,P_D25S1,P_D25S2,P_D25S3,P_D26S1,P_D26S2,P_D26S3,P_D27S1,P_D27S2,P_D27S3,P_D28S1,P_D28S2,P_D28S3,P_D29S1,P_D29S2,P_D29S3,P_D30S1,P_D30S2,P_D30S3,FR_D1S1,FR_D1S2,FR_D1S3,FR_D2S1,FR_D2S2,FR_D2S3,FR_D3S1,FR_D3S2,FR_D3S3,FR_D4S1,FR_D4S2,FR_D4S3,FR_D5S1,FR_D5S2,FR_D5S3,FR_D6S1,FR_D6S2,FR_D6S3,FR_D7S1,FR_D7S2,FR_D7S3,FR_D8S1,FR_D8S2,FR_D8S3,FR_D9S1,FR_D9S2,FR_D9S3,FR_D10S1,FR_D10S2,FR_D10S3,FR_D11S1,FR_D11S2,FR_D11S3,FR_D12S1,FR_D12S2,FR_D12S3,FR_D13S1,FR_D13S2,FR_D13S3,FR_D14S1,FR_D14S2,FR_D14S3,FR_D15S1,FR_D15S2,FR_D15S3,FR_D16S1,FR_D16S2,FR_D16S3,FR_D17S1,FR_D17S2,FR_D17S3,FR_D18S1,FR_D18S2,FR_D18S3,FR_D19S1,FR_D19S2,FR_D19S3,FR_D20S1,FR_D20S2,FR_D20S3,FR_D21S1,FR_D21S2,FR_D21S3,FR_D22S1,FR_D22S2,FR_D22S3,FR_D23S1,FR_D23S2,FR_D23S3,FR_D24S1,FR_D24S2,FR_D24S3,FR_D25S1,FR_D25S2,FR_D25S3,FR_D26S1,FR_D26S2,FR_D26S3,FR_D27S1,FR_D27S2,FR_D27S3,FR_D28S1,FR_D28S2,FR_D28S3,FR_D29S1,FR_D29S2,FR_D29S3,FR_D30S1,FR_D30S2,FR_D30S3,S_D1S1,S_D1S2,S_D1S3,S_D2S1,S_D2S2,S_D2S3,S_D3S1,S_D3S2,S_D3S3,S_D4S1,S_D4S2,S_D4S3,S_D5S1,S_D5S2,S_D5S3,S_D6S1,S_D6S2,S_D6S3,S_D7S1,S_D7S2,S_D7S3,S_D8S1,S_D8S2,S_D8S3,S_D9S1,S_D9S2,S_D9S3,S_D10S1,S_D10S2,S_D10S3,S_D11S1,S_D11S2,S_D11S3,S_D12S1,S_D12S2,S_D12S3,S_D13S1,S_D13S2,S_D13S3,S_D14S1,S_D14S2,S_D14S3,S_D15S1,S_D15S2,S_D15S3,S_D16S1,S_D16S2,S_D16S3,S_D17S1,S_D17S2,S_D17S3,S_D18S1,S_D18S2,S_D18S3,S_D19S1,S_D19S2,S_D19S3,S_D20S1,S_D20S2,S_D20S3,S_D21S1,S_D21S2,S_D21S3,S_D22S1,S_D22S2,S_D22S3,S_D23S1,S_D23S2,S_D23S3,S_D24S1,S_D24S2,S_D24S3,S_D25S1,S_D25S2,S_D25S3,S_D26S1,S_D26S2,S_D26S3,S_D27S1,S_D27S2,S_D27S3,S_D28S1,S_D28S2,S_D28S3,S_D29S1,S_D29S2,S_D29S3,S_D30S1,S_D30S2,S_D30S3,worker_fitness,mismatchWorkerRequirments,mismatchFirmRequirmments
0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,285,1270,309
1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,280,1270,309
2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,300,1270,309
3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,280,1270,309
4,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,275,1270,309
5,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,290,1270,309
6,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,310,1270,309
7,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,250,1270,309
8,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,280,1270,309
9,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,7,7,7,5,5,9,7,8,9,6,10,10,8,9,5,5,6,5,8,9,6,8,7,5,10,5,10,7,10,10,5,8,6,9,6,8,5,8,9,10,6,9,6,5,9,8,7,5,7,9,8,8,8,6,7,8,6,7,8,5,5,5,6,5,8,9,7,10,9,9,5,7,7,10,10,5,8,5,5,7,8,10,7,5,5,8,9,10,7,7,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,275,1270,309
